AP1,AP2,AP3,AP4,eduroam,Location
-67,-69,-83,-84,-63,KO-01
-71,-69,-83,-84,-63,KO-01
-75,-69,-81,-84,-63,KO-01
-73,-69,-79,-84,-63,KO-01
-73,-75,-78,-84,-63,KO-01
-87,-75,-78,-84,-61,KO-01
-82,-75,-78,-84,-68,KO-01
-73,-75,-80,-84,-62,KO-01
-82,-75,-82,-84,-63,KO-01
-76,-78,-82,-84,-62,KO-01
-86,-78,-82,-84,-67,KO-01
-79,-78,-81,-84,-64,KO-01
-87,-78,-81,-84,-65,KO-01
-83,-78,-81,-84,-65,KO-01
-81,-78,-82,-84,-65,KO-01
-81,-78,-80,-84,-64,KO-01
-84,-78,-77,-84,-66,KO-01
-85,-78,-78,-84,-64,KO-01
-80,-78,-78,-84,-65,KO-01
-78,-78,-78,-84,-64,KO-01
-78,-70,-78,-84,-61,KO-01
-78,-70,-77,-84,-63,KO-01
-78,-74,-77,-84,-62,KO-01
-79,-74,-80,-84,-65,KO-01
-81,-74,-79,-84,-61,KO-01
-80,-72,-80,-84,-67,KO-01
-84,-72,-76,-84,-62,KO-01
-76,-73,-81,-84,-62,KO-01
-79,-73,-78,-84,-65,KO-01
-77,-73,-77,-84,-63,KO-01
-78,-73,-77,-84,-63,KO-01
-88,-74,-76,-84,-63,KO-01
-88,-74,-76,-84,-63,KO-01
-77,-74,-78,-84,-62,KO-01
-75,-74,-77,-84,-62,KO-01
-76,-74,-77,-84,-62,KO-01
-79,-74,-78,-84,-63,KO-01
-75,-74,-78,-84,-62,KO-01
-77,-74,-76,-84,-64,KO-01
-78,-74,-78,-84,-63,KO-01
-78,-74,-78,-84,-63,KO-01
-80,-74,-77,-84,-63,KO-01
-79,-75,-78,-84,-62,KO-01
-73,-71,-76,-84,-61,KO-01
-79,-72,-76,-84,-62,KO-01
-78,-72,-76,-84,-62,KO-01
-77,-72,-77,-84,-64,KO-01
-77,-73,-78,-84,-62,KO-01
-79,-71,-77,-84,-63,KO-01
-80,-75,-77,-84,-66,KO-01
-80,-75,-77,-84,-65,KO-01
-78,-75,-79,-84,-64,KO-01
-79,-75,-79,-84,-64,KO-01
-78,-75,-79,-84,-64,KO-01
-82,-75,-79,-84,-66,KO-01
-79,-75,-79,-84,-63,KO-01
-76,-73,-76,-90,-63,KO-01
-77,-71,-76,-90,-63,KO-01
-77,-71,-77,-90,-63,KO-01
-73,-71,-77,-90,-63,KO-01
-80,-73,-78,-90,-63,KO-01
-74,-74,-78,-90,-63,KO-01
-75,-74,-78,-90,-63,KO-01
-76,-74,-78,-90,-64,KO-01
-73,-74,-77,-90,-63,KO-01
-75,-74,-78,-90,-63,KO-01
-74,-74,-77,-90,-64,KO-01
-76,-74,-77,-90,-64,KO-01
-78,-74,-77,-90,-64,KO-01
-72,-74,-77,-90,-63,KO-01
-84,-74,-76,-90,-63,KO-01
-84,-74,-74,-93,-63,KO-01
-69,-74,-85,-93,-56,KO-02
-68,-74,-85,-93,-61,KO-02
-68,-74,-85,-93,-58,KO-02
-67,-74,-85,-93,-56,KO-02
-67,-74,-85,-93,-57,KO-02
-70,-74,-90,-93,-59,KO-02
-70,-66,-90,-93,-58,KO-02
-68,-66,-90,-93,-58,KO-02
-68,-66,-87,-93,-58,KO-02
-69,-66,-86,-93,-59,KO-02
-68,-66,-86,-93,-58,KO-02
-68,-66,-86,-93,-58,KO-02
-68,-64,-90,-93,-57,KO-02
-68,-64,-87,-93,-58,KO-02
-67,-64,-93,-93,-58,KO-02
-69,-64,-85,-93,-58,KO-02
-68,-64,-90,-93,-58,KO-02
-67,-64,-87,-93,-57,KO-02
-68,-65,-87,-93,-57,KO-02
-67,-65,-87,-93,-58,KO-02
-68,-65,-87,-93,-58,KO-02
-66,-64,-87,-93,-58,KO-02
-68,-65,-87,-93,-57,KO-02
-67,-65,-90,-93,-57,KO-02
-68,-65,-86,-93,-57,KO-02
-67,-65,-86,-93,-57,KO-02
-68,-63,-87,-93,-57,KO-02
-69,-64,-86,-93,-57,KO-02
-68,-64,-88,-93,-58,KO-02
-67,-63,-88,-93,-58,KO-02
-66,-63,-90,-93,-57,KO-02
-65,-63,-89,-93,-57,KO-02
-68,-63,-89,-93,-58,KO-02
-65,-63,-87,-93,-57,KO-02
-71,-63,-87,-93,-59,KO-02
-68,-63,-87,-93,-58,KO-02
-69,-63,-90,-93,-58,KO-02
-68,-63,-88,-93,-58,KO-02
-68,-65,-88,-93,-57,KO-02
-68,-65,-90,-93,-58,KO-02
-69,-65,-93,-93,-60,KO-02
-67,-66,-89,-93,-56,KO-02
-68,-66,-89,-93,-59,KO-02
-68,-66,-88,-93,-59,KO-02
-67,-66,-86,-93,-57,KO-02
-65,-65,-88,-93,-58,KO-02
-67,-65,-89,-93,-58,KO-02
-69,-65,-89,-93,-58,KO-02
-67,-66,-80,-93,-57,KO-02
-67,-66,-80,-93,-56,KO-02
-68,-64,-88,-93,-56,KO-02
-72,-64,-87,-93,-57,KO-02
-64,-64,-89,-93,-58,KO-02
-68,-64,-86,-93,-57,KO-02
-66,-64,-87,-93,-58,KO-02
-68,-65,-87,-93,-58,KO-02
-67,-65,-89,-93,-58,KO-02
-67,-65,-89,-93,-59,KO-02
-69,-65,-90,-93,-58,KO-02
-67,-65,-90,-93,-58,KO-02
-68,-65,-90,-93,-58,KO-02
-68,-65,-90,-93,-60,KO-02
-69,-65,-90,-93,-60,KO-02
-62,-75,-81,-86,-43,KO-03
-65,-68,-78,-86,-43,KO-03
-62,-68,-82,-94,-39,KO-03
-68,-68,-82,-93,-44,KO-03
-70,-79,-86,-91,-44,KO-03
-70,-79,-86,-90,-44,KO-03
-68,-79,-86,-92,-50,KO-03
-67,-79,-86,-92,-44,KO-03
-68,-79,-85,-88,-43,KO-03
-69,-77,-85,-89,-43,KO-03
-68,-77,-85,-89,-50,KO-03
-75,-77,-85,-91,-44,KO-03
-67,-77,-85,-84,-44,KO-03
-71,-77,-85,-84,-43,KO-03
-69,-72,-81,-92,-46,KO-03
-72,-77,-82,-92,-45,KO-03
-68,-77,-82,-92,-50,KO-03
-66,-77,-82,-86,-48,KO-03
-69,-77,-82,-86,-42,KO-03
-71,-71,-77,-86,-63,KO-03
-67,-75,-83,-87,-52,KO-03
-67,-75,-81,-87,-55,KO-03
-64,-75,-80,-91,-56,KO-03
-69,-73,-81,-85,-44,KO-03
-64,-73,-81,-86,-49,KO-03
-66,-73,-81,-86,-49,KO-03
-69,-73,-81,-85,-41,KO-03
-66,-73,-83,-87,-45,KO-03
-63,-73,-78,-84,-49,KO-03
-70,-73,-85,-88,-42,KO-03
-67,-73,-85,-82,-44,KO-03
-68,-73,-85,-86,-43,KO-03
-73,-78,-83,-79,-42,KO-03
-69,-78,-83,-86,-43,KO-03
-70,-74,-83,-85,-43,KO-03
-71,-74,-84,-83,-45,KO-03
-72,-74,-84,-81,-46,KO-03
-74,-72,-84,-86,-43,KO-03
-70,-72,-84,-83,-41,KO-03
-70,-72,-84,-85,-51,KO-03
-71,-74,-84,-84,-43,KO-03
-65,-74,-83,-79,-50,KO-03
-66,-74,-83,-82,-43,KO-03
-71,-74,-83,-87,-51,KO-03
-70,-76,-83,-86,-44,KO-03
-73,-75,-83,-87,-44,KO-03
-83,-75,-84,-80,-42,KO-03
-70,-79,-84,-85,-43,KO-03
-70,-79,-91,-82,-43,KO-03
-68,-79,-84,-84,-43,KO-03
-69,-73,-86,-83,-43,KO-03
-64,-72,-86,-87,-41,KO-03
-68,-72,-86,-84,-43,KO-03
-68,-71,-92,-85,-40,KO-03
-69,-73,-92,-83,-42,KO-03
-68,-73,-92,-85,-42,KO-03
-70,-73,-85,-84,-42,KO-03
-66,-73,-84,-83,-41,KO-03
-66,-73,-85,-83,-41,KO-03
-65,-73,-85,-83,-41,KO-03
-62,-73,-84,-87,-51,KO-03
-70,-73,-81,-86,-59,KO-04
-60,-74,-86,-86,-54,KO-04
-61,-74,-86,-83,-55,KO-04
-61,-74,-86,-90,-58,KO-04
-60,-79,-86,-91,-60,KO-04
-60,-74,-86,-78,-56,KO-04
-59,-74,-89,-85,-56,KO-04
-59,-74,-91,-89,-57,KO-04
-62,-74,-90,-87,-55,KO-04
-63,-74,-87,-87,-55,KO-04
-63,-74,-88,-84,-59,KO-04
-59,-74,-82,-83,-53,KO-04
-59,-74,-85,-86,-55,KO-04
-63,-72,-85,-84,-57,KO-04
-63,-72,-85,-87,-57,KO-04
-66,-72,-85,-85,-58,KO-04
-63,-72,-85,-85,-56,KO-04
-62,-80,-85,-88,-53,KO-04
-62,-80,-85,-90,-55,KO-04
-67,-80,-85,-95,-60,KO-04
-67,-80,-85,-86,-59,KO-04
-64,-80,-87,-85,-54,KO-04
-63,-73,-87,-89,-57,KO-04
-62,-72,-84,-84,-57,KO-04
-65,-73,-86,-92,-62,KO-04
-63,-73,-86,-94,-57,KO-04
-64,-73,-81,-92,-59,KO-04
-65,-73,-81,-84,-54,KO-04
-61,-73,-81,-85,-54,KO-04
-63,-73,-85,-85,-56,KO-04
-63,-73,-85,-85,-56,KO-04
-62,-73,-89,-84,-56,KO-04
-61,-73,-83,-83,-57,KO-04
-59,-70,-83,-85,-57,KO-04
-64,-74,-86,-86,-55,KO-04
-63,-74,-86,-85,-55,KO-04
-65,-74,-86,-84,-57,KO-04
-65,-78,-86,-82,-54,KO-04
-62,-78,-86,-85,-53,KO-04
-61,-78,-88,-85,-58,KO-04
-63,-78,-90,-88,-57,KO-04
-61,-78,-80,-82,-57,KO-04
-63,-74,-80,-88,-55,KO-04
-59,-72,-80,-84,-56,KO-04
-58,-72,-86,-85,-51,KO-04
-58,-71,-83,-81,-54,KO-04
-60,-71,-90,-81,-57,KO-04
-58,-71,-90,-83,-53,KO-04
-60,-71,-83,-83,-53,KO-04
-63,-71,-83,-84,-52,KO-04
-64,-71,-92,-84,-55,KO-04
-63,-71,-92,-87,-55,KO-04
-60,-73,-92,-85,-55,KO-04
-59,-73,-92,-84,-57,KO-04
-60,-73,-87,-83,-56,KO-04
-62,-73,-89,-84,-49,KO-04
-61,-73,-89,-86,-56,KO-04
-62,-73,-89,-88,-56,KO-04
-62,-73,-86,-87,-54,KO-04
-65,-73,-86,-81,-51,KO-04
-61,-73,-85,-83,-54,KO-04
-63,-73,-85,-93,-57,KO-04
-63,-73,-85,-79,-63,KO-05
-62,-73,-76,-79,-62,KO-05
-57,-73,-76,-88,-66,KO-05
-60,-73,-76,-91,-64,KO-05
-59,-73,-76,-85,-65,KO-05
-60,-73,-83,-90,-64,KO-05
-60,-73,-83,-90,-64,KO-05
-60,-73,-87,-84,-64,KO-05
-60,-73,-87,-90,-66,KO-05
-61,-73,-85,-89,-62,KO-05
-60,-73,-85,-89,-63,KO-05
-60,-73,-87,-88,-63,KO-05
-68,-74,-87,-88,-63,KO-05
-64,-74,-87,-88,-63,KO-05
-66,-74,-87,-88,-62,KO-05
-64,-74,-85,-82,-63,KO-05
-65,-75,-81,-93,-66,KO-05
-66,-75,-81,-84,-64,KO-05
-63,-75,-90,-84,-64,KO-05
-59,-75,-84,-80,-68,KO-05
-60,-75,-84,-80,-69,KO-05
-63,-75,-83,-85,-68,KO-05
-62,-73,-83,-85,-66,KO-05
-64,-73,-85,-87,-65,KO-05
-62,-74,-91,-89,-64,KO-05
-64,-74,-84,-89,-63,KO-05
-65,-74,-87,-84,-65,KO-05
-66,-74,-87,-84,-67,KO-05
-65,-71,-90,-85,-66,KO-05
-60,-71,-90,-88,-65,KO-05
-64,-75,-82,-81,-66,KO-05
-63,-75,-82,-87,-63,KO-05
-62,-75,-82,-89,-66,KO-05
-62,-75,-88,-89,-62,KO-05
-68,-75,-88,-89,-63,KO-05
-62,-77,-87,-93,-64,KO-05
-62,-77,-87,-93,-62,KO-05
-63,-77,-87,-93,-65,KO-05
-62,-74,-87,-93,-64,KO-05
-65,-74,-87,-92,-66,KO-05
-61,-74,-86,-90,-63,KO-05
-60,-74,-86,-90,-63,KO-05
-60,-74,-87,-90,-63,KO-05
-62,-74,-83,-94,-63,KO-05
-63,-74,-90,-94,-65,KO-05
-60,-73,-90,-90,-64,KO-05
-62,-73,-90,-88,-64,KO-05
-65,-73,-88,-88,-68,KO-05
-62,-76,-85,-88,-65,KO-05
-63,-75,-85,-88,-65,KO-05
-63,-75,-85,-90,-65,KO-05
-62,-75,-85,-87,-65,KO-05
-67,-78,-85,-84,-68,KO-05
-62,-72,-91,-87,-62,KO-05
-62,-72,-87,-84,-62,KO-05
-63,-72,-91,-82,-62,KO-05
-64,-72,-84,-86,-65,KO-05
-63,-72,-84,-92,-66,KO-05
-64,-73,-84,-91,-65,KO-05
-62,-73,-87,-83,-64,KO-05
-68,-73,-88,-88,-63,KO-05
-63,-73,-88,-84,-63,KO-05
-66,-73,-88,-87,-70,KO-05
-64,-73,-88,-90,-69,KO-05
-60,-75,-83,-84,-58,KO-05
-58,-75,-83,-84,-58,KO-05
0,0,-71,-82,-81,DA-01
0,0,-72,-88,-80,DA-01
0,0,-72,-84,-81,DA-01
-87,0,-70,-83,-81,DA-01
-87,0,-72,-83,-76,DA-01
-87,0,-72,-85,-81,DA-01
-87,0,-71,-83,-77,DA-01
-87,-86,-71,-84,-82,DA-01
-87,-86,-72,-81,-83,DA-01
-87,-86,-74,-84,-83,DA-01
-88,-86,-75,-89,-83,DA-01
-87,-86,-75,-89,-83,DA-01
-87,-87,-75,-90,-83,DA-01
-90,-90,-76,-94,-83,DA-01
-89,-90,-73,-85,-83,DA-01
-86,-90,-73,-88,-83,DA-01
-85,-90,-73,-88,-82,DA-01
-89,-90,-73,-89,-82,DA-01
-89,-90,-73,-87,-82,DA-01
-88,-90,-72,-89,-82,DA-01
-88,-90,-72,-88,-82,DA-01
-86,-90,-72,-90,-82,DA-01
-89,-90,-72,-86,-82,DA-01
-83,-90,-75,-89,-82,DA-01
-88,-90,-73,-86,-82,DA-01
-87,-90,-71,-87,-91,DA-01
-86,-90,-74,-86,-91,DA-01
-90,-90,-74,-86,-91,DA-01
-88,-87,-74,-89,-91,DA-01
-85,-87,-72,-85,-90,DA-01
-85,-87,-72,-89,-82,DA-01
-85,-87,-74,-87,-82,DA-01
-88,-87,-74,-90,-90,DA-01
-89,-87,-71,-86,-90,DA-01
-88,-87,-71,-87,-81,DA-01
-89,-87,-71,-87,-84,DA-01
-87,-87,-71,-87,-84,DA-01
-89,-87,-71,-92,-84,DA-01
-86,-87,-73,-88,-84,DA-01
-88,-87,-73,-89,-84,DA-01
-86,-87,-73,-88,-84,DA-01
-89,-85,-73,-92,-84,DA-01
-86,-91,-73,-90,-84,DA-01
-88,-91,-76,-90,-84,DA-01
-90,-91,-73,-87,-84,DA-01
-86,-91,-74,-87,-84,DA-01
-86,-91,-74,-89,-84,DA-01
-83,-91,-71,-88,-84,DA-01
-88,-91,-71,-86,-84,DA-01
-88,-87,-72,-85,-84,DA-01
-85,-87,-72,-85,-84,DA-01
-85,-87,-72,-85,-84,DA-01
-86,-87,-74,-86,-84,DA-01
-86,-87,-71,-88,-79,DA-01
-84,-87,-72,-85,-79,DA-01
-90,-87,-72,-87,-79,DA-01
-86,-87,-73,-87,-82,DA-01
-86,-87,-73,-86,-82,DA-01
-86,-88,-75,-86,-82,DA-01
-86,-85,-74,-88,-82,DA-01
-87,-85,-74,-86,-82,DA-01
-89,-85,-74,-87,-86,DA-01
-89,-85,-73,-89,-86,DA-01
-87,-85,-72,-85,-86,DA-01
-85,-85,-70,-82,-86,DA-01
-85,-85,-70,-80,-83,DA-01
-87,-85,-70,-90,-83,DA-01
-87,-85,-74,-89,-83,DA-01
-87,-85,-73,-88,-83,DA-01
-85,-85,-71,-88,-83,DA-01
-85,-85,-70,-88,-83,DA-01
-85,-85,-70,-90,-83,DA-01
-86,-85,-74,-91,-81,DA-01
-86,-85,-72,-92,-80,DA-01
-85,-85,-72,-89,-83,DA-01
-85,-84,-74,-88,-83,DA-01
-88,-84,-71,-90,-83,DA-01
-87,-84,-71,-89,-83,DA-01
-87,-84,-74,-88,-83,DA-01
-87,-84,-74,-89,-83,DA-01
-86,-85,-70,-92,-83,DA-01
-89,-85,-70,-87,-83,DA-01
-85,-85,-70,-90,-82,DA-01
-85,-85,-71,-91,-82,DA-01
-85,-85,-71,-91,-82,DA-01
-87,-85,-71,-89,-81,DA-01
-86,-88,-72,-89,-80,DA-01
-90,-88,-73,-90,-80,DA-01
-87,-88,-71,-90,-80,DA-01
-87,-88,-71,-89,-80,DA-01
-87,-88,-71,-88,-80,DA-01
-87,-88,-71,-90,-80,DA-01
-87,-88,-73,-90,-81,DA-01
-86,-88,-73,-89,-82,DA-01
-86,-88,-72,-89,-81,DA-01
-86,-88,-73,-89,-81,DA-01
-86,-88,-71,-91,-82,DA-01
-86,-84,-71,-90,-82,DA-01
-85,-87,-72,-89,-82,DA-01
-87,-87,-73,-89,-82,DA-01
-88,-87,-71,-89,-80,DA-01
-86,-87,-73,-89,-89,DA-01
-85,-87,-73,-89,-89,DA-01
-87,-89,-69,-89,-82,DA-01
-90,-89,-72,-90,-82,DA-01
-87,-89,-74,-92,-82,DA-01
-89,-89,-72,-90,-82,DA-01
-85,-89,-73,-89,-81,DA-01
-85,-89,-74,-89,-83,DA-01
-85,-88,-73,-92,-80,DA-01
-90,-88,-73,-90,-80,DA-01
-89,-85,-74,-90,-80,DA-01
-89,-85,-74,-89,-82,DA-01
-84,-85,-74,-90,-81,DA-01
-90,-85,-74,-90,-81,DA-01
-90,-86,-71,-87,-80,DA-01
-84,-86,-71,-90,-80,DA-01
-83,-86,-71,-88,-80,DA-01
-83,-86,-70,-86,-83,DA-01
-74,0,-85,-69,0,KD-01
-74,0,-88,-72,0,KD-01
-76,-88,-88,-73,-75,KD-01
-76,-88,-87,-69,-84,KD-01
-74,-88,-88,-68,-70,KD-01
-72,-88,-83,-68,-72,KD-01
-72,-88,-87,-69,-75,KD-01
-75,-88,-87,-69,-73,KD-01
-75,-88,-89,-69,-73,KD-01
-72,-88,-86,-70,-74,KD-01
-72,-88,-84,-69,-75,KD-01
-73,-91,-84,-70,-72,KD-01
-73,-91,-84,-69,-72,KD-01
-72,-91,-88,-69,-73,KD-01
-73,-88,-88,-70,-75,KD-01
-74,-88,-84,-70,-75,KD-01
-73,-88,-86,-67,-75,KD-01
-72,-88,-83,-68,-72,KD-01
-71,-88,-83,-70,-72,KD-01
-72,-88,-83,-69,-72,KD-01
-72,-88,-82,-68,-75,KD-01
-72,-88,-83,-69,-74,KD-01
-72,-88,-83,-69,-72,KD-01
-74,-88,-85,-68,-75,KD-01
-71,-88,-85,-69,-73,KD-01
-72,-89,-84,-69,-75,KD-01
-71,-89,-82,-69,-75,KD-01
-73,-89,-86,-69,-74,KD-01
-73,-89,-83,-69,-74,KD-01
-73,-89,-83,-68,-72,KD-01
-77,-89,-83,-69,-75,KD-01
-77,-89,-83,-69,-72,KD-01
-73,-89,-83,-70,-71,KD-01
-73,-89,-86,-68,-71,KD-01
-73,-89,-86,-70,-72,KD-01
-71,-89,-82,-71,-73,KD-01
-71,-89,-85,-65,-74,KD-01
-73,-89,-86,-70,-76,KD-01
-72,-89,-86,-70,-73,KD-01
-74,-89,-87,-70,-72,KD-01
-74,-89,-85,-69,-76,KD-01
-74,-89,-84,-68,-76,KD-01
-74,-89,-84,-69,-72,KD-01
-74,-89,-85,-68,-76,KD-01
-71,-89,-81,-67,-74,KD-01
-70,-89,-83,-69,-74,KD-01
-70,-89,-87,-68,-74,KD-01
-73,-89,-87,-67,-74,KD-01
-71,-89,-87,-69,-74,KD-01
-72,-89,-83,-69,-75,KD-01
-73,-89,-81,-67,-75,KD-01
-76,-89,-84,-71,-76,KD-01
-76,-89,-84,-68,-74,KD-01
-70,-89,-83,-69,-71,KD-01
-72,-89,-83,-66,-72,KD-01
-72,-89,-83,-69,-76,KD-01
-72,-91,-84,-67,-73,KD-01
-74,-91,-84,-70,-75,KD-01
-74,-91,-84,-70,-73,KD-01
-76,-91,-81,-68,-75,KD-01
-76,-91,-83,-71,-75,KD-01
-76,-91,-89,-68,-75,KD-01
-76,-91,-87,-70,-75,KD-01
-76,-91,-86,-69,-75,KD-01
-76,-91,-86,-69,-76,KD-01
-76,-91,-86,-71,-72,KD-01
-70,-91,-86,-67,-75,KD-01
-72,-91,-81,-69,-74,KD-01
-74,-91,-85,-70,-76,KD-01
-73,-91,-83,-68,-73,KD-01
-72,-87,-88,-69,-76,KD-01
-74,-87,-88,-70,-74,KD-01
-71,-87,-83,-69,-74,KD-01
-73,-87,-83,-70,-73,KD-01
-73,-87,-84,-70,-73,KD-01
-73,-87,-84,-69,-73,KD-01
-73,-87,-86,-68,-76,KD-01
-73,-87,-83,-69,-76,KD-01
-75,-87,-87,-69,-74,KD-01
-72,-87,-84,-68,-75,KD-01
-75,-87,-81,-67,-74,KD-01
-71,-87,-87,-69,-72,KD-01
-73,-87,-83,-67,-72,KD-01
-72,-87,-83,-68,-72,KD-01
-76,-87,-83,-70,-72,KD-01
-75,-87,-84,-69,-74,KD-01
-75,-87,-84,-70,-71,KD-01
-74,-87,-86,-71,-71,KD-01
-74,-87,-86,-69,-76,KD-01
-72,-86,-85,-67,-74,KD-01
-74,-86,-82,-68,-75,KD-01
-74,-86,-82,-68,-72,KD-01
-73,-86,-82,-68,-75,KD-01
-72,-86,-83,-69,-75,KD-01
-72,-86,-83,-69,-72,KD-01
-73,-86,-83,-70,-74,KD-01
-73,-86,-86,-68,-72,KD-01
-72,-86,-83,-69,-72,KD-01
-72,-85,-83,-69,-75,KD-01
-72,-85,-83,-67,-75,KD-01
-73,0,0,-61,-72,KD-02
-73,0,-84,-61,-82,KD-02
-73,0,-87,-61,-73,KD-02
-77,0,-87,-64,-73,KD-02
-73,0,-87,-62,-82,KD-02
-74,0,-87,-62,-82,KD-02
-75,0,-87,-64,-84,KD-02
-75,0,-87,-62,-73,KD-02
-74,0,-89,-63,-75,KD-02
-74,-87,-89,-63,-75,KD-02
-74,-87,-90,-63,-75,KD-02
-75,-87,-87,-63,-73,KD-02
-76,-87,-89,-62,-75,KD-02
-76,-87,-87,-63,-74,KD-02
-74,-87,-87,-63,-74,KD-02
-75,-87,-87,-63,-73,KD-02
-75,-87,-86,-63,-73,KD-02
-73,-87,-86,-62,-73,KD-02
-72,-85,-90,-63,-73,KD-02
-80,-85,-87,-63,-73,KD-02
-75,-85,-87,-62,-82,KD-02
-73,-85,-87,-62,-82,KD-02
-73,-85,-89,-62,-82,KD-02
-75,-85,-87,-61,-72,KD-02
-75,-85,-86,-62,-73,KD-02
-73,-85,-88,-62,-73,KD-02
-74,-85,-88,-62,-73,KD-02
-75,-85,-89,-61,-73,KD-02
-75,-85,-89,-62,-75,KD-02
-74,-85,-89,-62,-75,KD-02
-74,-90,-89,-62,-75,KD-02
-74,-90,-90,-63,-73,KD-02
-75,-90,-90,-63,-73,KD-02
-72,-90,-90,-62,-75,KD-02
-74,-90,-90,-62,-73,KD-02
-73,-90,-90,-63,-74,KD-02
-75,-90,-90,-62,-74,KD-02
-76,-90,-90,-62,-77,KD-02
-75,-90,-90,-62,-75,KD-02
-74,-90,-87,-63,-75,KD-02
-75,-90,-87,-63,-73,KD-02
-75,-90,-84,-62,-73,KD-02
-74,-90,-88,-61,-76,KD-02
-76,-90,-88,-64,-82,KD-02
-75,-90,-86,-62,-74,KD-02
-75,-90,-88,-63,-74,KD-02
-75,-90,-88,-62,-73,KD-02
-74,-90,-89,-63,-76,KD-02
-74,-85,-84,-63,-76,KD-02
-75,-85,-84,-62,-75,KD-02
-75,-85,-88,-62,-76,KD-02
-76,-85,-88,-63,-74,KD-02
-75,-85,-89,-64,-74,KD-02
-76,-87,-89,-62,-74,KD-02
-76,-87,-88,-62,-74,KD-02
-76,-87,-90,-63,-77,KD-02
-72,-86,-90,-60,-71,KD-02
-76,-86,-89,-63,-76,KD-02
-75,-86,-90,-62,-74,KD-02
-76,-86,-88,-64,-76,KD-02
-75,-86,-90,-64,-77,KD-02
-77,-86,-86,-63,-76,KD-02
-74,-86,-89,-63,-73,KD-02
-76,-86,-90,-63,-74,KD-02
-75,-86,-87,-64,-74,KD-02
-73,-82,-87,-61,-72,KD-02
-75,-82,-90,-63,-73,KD-02
-72,-82,-86,-61,-74,KD-02
-73,-82,-86,-62,-74,KD-02
-81,-82,-89,-70,-74,KD-02
-76,-82,-89,-62,-76,KD-02
-76,-82,-87,-62,-76,KD-02
-73,-82,-87,-62,-71,KD-02
-70,-82,-85,-64,-71,KD-02
